sr. no.,userid,924020839,group,group id,status
1339,RazeMySoul,1233347893,340410225709698350,DAFFY BAND🅾️z,1257861563
1340,Byhardey,1680028993,7524348750769817952,DAFFY BAND🅾️z,1257861563
1341,Scamllikely999,1213431074,6400148316683037272,DAFFY BAND🅾️z,1257861563
1342,enjoy6784,1513687119,964773059129279468,DAFFY BAND🅾️z,1257861563
1343,IAMCONSTANTINE,2036164548,35749774823645339,DAFFY BAND🅾️z,1257861563
1344,rickclones,1673041100,8843713246733299749,DAFFY BAND🅾️z,1257861563
1345,Andersonphilip2,1630364450,2107777916669721285,DAFFY BAND🅾️z,1257861563
1346,sixfigurecrypto,1492827696,8637962958122013763,DAFFY BAND🅾️z,1257861563
1347,nate3_5,1411126039,-1154094207237580026,DAFFY BAND🅾️z,1257861563
1348,SquadQ23,1363072725,1459527531433195427,DAFFY BAND🅾️z,1257861563
1349,ojeyv,1127437142,-3467196398090484974,DAFFY BAND🅾️z,1257861563
1350,iloveuihateu88,1406448936,-7399414551809300755,DAFFY BAND🅾️z,1257861563
1351,Collin_Moore,1157115928,5763077699188481404,DAFFY BAND🅾️z,1257861563
1352,cyber_curse,1453538994,-822518687134938849,DAFFY BAND🅾️z,1257861563
1353,Juanes1221,1331304311,-9112250451552940522,DAFFY BAND🅾️z,1257861563
1354,PrinceOpokuike,996286164,-8701813880852755567,DAFFY BAND🅾️z,1257861563
1355,calebmulenga,861717177,-7545170926686409408,DAFFY BAND🅾️z,1257861563
1356,thereal_redeemer,621990445,3146529659752976938,DAFFY BAND🅾️z,1257861563
1357,Gaza_forever,603220185,8378669857200352972,DAFFY BAND🅾️z,1257861563
1358,HunterQLL,337392530,4751655273369596672,DAFFY BAND🅾️z,1257861563
1359,YaseBankz,775375227,6973003923986784043,DAFFY BAND🅾️z,1257861563
1360,mafiaboss112,721643901,-5448626731783286515,DAFFY BAND🅾️z,1257861563
1361,NateRacks,5191759452,-445291377967520200,DAFFY BAND🅾️z,1257861563
1362,Dougiex6,2101430907,2245084372944208045,DAFFY BAND🅾️z,1257861563
1363,bbbrazy,1912146682,-2672182104793551780,DAFFY BAND🅾️z,1257861563
1364,titoo2richhh,2116240265,-7546119422233458262,DAFFY BAND🅾️z,1257861563
1365,passdaball,930373248,-6275172012500749113,DAFFY BAND🅾️z,1257861563
1366,CaptainWarGeneral,786775675,8306303636895105885,DAFFY BAND🅾️z,1257861563
1367,Sancho3010,371532301,6309521379184424027,DAFFY BAND🅾️z,1257861563
1368,ThemPlug,2096194532,5640077060318852439,DAFFY BAND🅾️z,1257861563
1369,saltsontheway,766439520,-2521492260755751594,DAFFY BAND🅾️z,1257861563
1370,targetstrafe,5152653920,49911612406651562,DAFFY BAND🅾️z,1257861563
1371,swipekid_backend,1342901011,-5122539875750028787,DAFFY BAND🅾️z,1257861563
1372,RedneckBabe559,1704823989,-7601332257844430681,DAFFY BAND🅾️z,1257861563
1373,saideepweh1,5099672697,-6760815509154164602,DAFFY BAND🅾️z,1257861563
1374,mccarthy321,1944087562,2262860527234056031,DAFFY BAND🅾️z,1257861563
1375,ykdatttt,1029687590,-8214304262995818236,DAFFY BAND🅾️z,1257861563
1376,drmortitz,1996359343,-818216337330690222,DAFFY BAND🅾️z,1257861563
1377,Thebackendchild20,1207754235,-892886928353384444,DAFFY BAND🅾️z,1257861563
1378,pandry81,5105126297,-6781177653526332012,DAFFY BAND🅾️z,1257861563
1379,BigBankJackz,5146360318,-6797808280544731374,DAFFY BAND🅾️z,1257861563
1380,elitekoin1,2081594840,6169258165538824826,DAFFY BAND🅾️z,1257861563
1381,ShyBenji,1525446753,6292811933016477818,DAFFY BAND🅾️z,1257861563
1382,oldmoney75,924293634,-6733971003633970320,DAFFY BAND🅾️z,1257861563
1383,behnamzi,581429743,-3250496339453565471,DAFFY BAND🅾️z,1257861563
1384,startingfive,1217779851,-3178655373290467160,DAFFY BAND🅾️z,1257861563
1385,Brie_Lpennes,2061967225,-1784498095265112246,DAFFY BAND🅾️z,1257861563
1386,cptjosh,1064336745,6772881116065682855,DAFFY BAND🅾️z,1257861563
1387,Bellam43,5034937247,-4867427962261475392,DAFFY BAND🅾️z,1257861563
1388,ziippyy,1836880304,394712106014606343,DAFFY BAND🅾️z,1257861563
1389,mickalice,1445580204,-8084796911875751081,DAFFY BAND🅾️z,1257861563
1390,Dinosour189,504135488,7515381489373839175,DAFFY BAND🅾️z,1257861563
1391,yurmoney,1537278382,-7691773459229264582,DAFFY BAND🅾️z,1257861563
1392,jenis0,1836792984,4525659655530009028,DAFFY BAND🅾️z,1257861563
1393,jaybandzz7,5092161451,3278748990522670018,DAFFY BAND🅾️z,1257861563
1394,telemadejayy,837954490,6293701961678642302,DAFFY BAND🅾️z,1257861563
1395,nightnightly,5007451056,1250884702313687729,DAFFY BAND🅾️z,1257861563
1396,isoLateddad,5001833861,1174966941829639952,DAFFY BAND🅾️z,1257861563
1397,RunninUpaM,2138564976,2199569867620815412,DAFFY BAND🅾️z,1257861563
1398,invadorzim,1388210115,8731021814604653078,DAFFY BAND🅾️z,1257861563
1399,itsvictorpapi,1181027776,2916696939200352310,DAFFY BAND🅾️z,1257861563
1400,HUSENzaidd,754763010,-5919617016366249412,DAFFY BAND🅾️z,1257861563
1401,TTA_fendi,1515976337,-5125153969738968366,DAFFY BAND🅾️z,1257861563
1402,get_money90,1199398906,8386062053733303326,DAFFY BAND🅾️z,1257861563
1403,dontstressssssssss,709432472,-8789259138426082842,DAFFY BAND🅾️z,1257861563
1404,khaidir097,1630452507,8258903231770612754,DAFFY BAND🅾️z,1257861563
1405,fr33bandz04,2095821134,-2303422675846018580,DAFFY BAND🅾️z,1257861563
1406,ll0o0ny,1679272553,-7329502628867990891,DAFFY BAND🅾️z,1257861563
1407,MichaelC83,1249907666,4534807758217962990,DAFFY BAND🅾️z,1257861563
1408,LLKN2410,1213894231,-3536463362199303344,DAFFY BAND🅾️z,1257861563
1409,Map2millions,1109923476,6200231475817658784,DAFFY BAND🅾️z,1257861563
1410,mkzaafarm,980247577,6763607314083238970,DAFFY BAND🅾️z,1257861563
1411,stackfrost,1370300627,-8195434753638890764,DAFFY BAND🅾️z,1257861563
1412,sxulsxller,5000507495,7214097607845169864,DAFFY BAND🅾️z,1257861563
1413,cashout247365,1788726766,-6833755549723198119,DAFFY BAND🅾️z,1257861563
1414,tt_m62,1242162519,4364442165911853667,DAFFY BAND🅾️z,1257861563
1415,xanny_pacquio,1705833012,3412952182213830156,DAFFY BAND🅾️z,1257861563
1416,ravs23,1452064140,-3135424112848487284,DAFFY BAND🅾️z,1257861563
1417,iliyaperfect,626730383,1993286754208510407,DAFFY BAND🅾️z,1257861563
1418,TheGoodFeed,705233522,-2650637280010443951,DAFFY BAND🅾️z,1257861563
1419,Frankabagnelle,676970145,-4046615446106192483,DAFFY BAND🅾️z,1257861563
1420,chika240,629693815,-2946806440670621155,DAFFY BAND🅾️z,1257861563
1421,biishopmoneyy,558242676,-9009237460037671130,DAFFY BAND🅾️z,1257861563
1422,Dracula718,5038909729,5308272260557543735,DAFFY BAND🅾️z,1257861563
1423,givenchyxo,1751142275,5354897579236889347,DAFFY BAND🅾️z,1257861563
1424,Sheyimman,1148509464,-6825451294092404008,DAFFY BAND🅾️z,1257861563
1425,Refathlol,5124846806,7925365597170341571,DAFFY BAND🅾️z,1257861563
1426,MrSend3,5375616095,-180039744194036629,DAFFY BAND🅾️z,1257861563
1427,rastamakinprofit,5351858228,-461375631906984731,DAFFY BAND🅾️z,1257861563
1428,vito_floss,1360156679,3885506659300245452,DAFFY BAND🅾️z,1257861563
1429,Repoman420,5288690280,1036802221906994545,DAFFY BAND🅾️z,1257861563
1430,rrrdat,1142791812,4685287259272389415,DAFFY BAND🅾️z,1257861563
1431,Tadge5,916197601,-1500297710601706642,DAFFY BAND🅾️z,1257861563
1432,Miapape642,1737876099,-4090039125719148197,DAFFY BAND🅾️z,1257861563
1433,YummyTheArtist,1673454278,-2164884397740867869,DAFFY BAND🅾️z,1257861563
1434,shmoneytime24,1646379938,-6364214268876967736,DAFFY BAND🅾️z,1257861563
1435,SeanGlizz,1549132400,6788215484206349376,DAFFY BAND🅾️z,1257861563
1436,TommyShelby7997,1441502419,-6028008483715425704,DAFFY BAND🅾️z,1257861563
1437,taketwogge,1385409828,1230058289169522491,DAFFY BAND🅾️z,1257861563
1438,whitehead226,1362254626,-7962571411997071357,DAFFY BAND🅾️z,1257861563
1439,BANDZSZNn,1239776324,8169176855168289614,DAFFY BAND🅾️z,1257861563
1440,bingoncrzy,1100077601,-2082559386895331597,DAFFY BAND🅾️z,1257861563
1441,binsuacy,1028924578,7788039106351376770,DAFFY BAND🅾️z,1257861563
1442,bulkbuyerme,700226523,6661562616346105898,DAFFY BAND🅾️z,1257861563
1443,moneybabyy,251422259,-2272673385305121256,DAFFY BAND🅾️z,1257861563
1444,CreepyLoc,777437469,40602794630042627,DAFFY BAND🅾️z,1257861563
1445,lastgoonleft,649930878,-5273148840418043329,DAFFY BAND🅾️z,1257861563
1446,cvckari,5053361348,4678526929234409905,DAFFY BAND🅾️z,1257861563
1447,daoneplug,2121344385,-2157908317576783105,DAFFY BAND🅾️z,1257861563
1448,bigjerryhoe,1390881355,-3536765390654811024,DAFFY BAND🅾️z,1257861563
1449,brooklyn1x,5295620705,9162622986411830072,DAFFY BAND🅾️z,1257861563
1450,Neveryours2,5266382021,-8004225374454057027,DAFFY BAND🅾️z,1257861563
1451,TheGyro,528914278,1482658689997751877,DAFFY BAND🅾️z,1257861563
1452,uncleELROHO,5115227150,5197359551685063065,DAFFY BAND🅾️z,1257861563
1453,papayosi,1650902499,5564664305246551720,DAFFY BAND🅾️z,1257861563
1454,sudorootla,1361631537,-1858280400568626589,DAFFY BAND🅾️z,1257861563
1455,SpaceGhostPinkk,1286059581,1249437698295654100,DAFFY BAND🅾️z,1257861563
1456,alexeizhc,1233548326,6867531704907865355,DAFFY BAND🅾️z,1257861563
1457,juicemancj,905600719,-2746169532236768372,DAFFY BAND🅾️z,1257861563
1458,inv4lid_person,5250100554,-5003073446821425025,DAFFY BAND🅾️z,1257861563
1459,AKAlxxxx,5044023502,-3677066485176126321,DAFFY BAND🅾️z,1257861563
1460,leandocx,2086919592,2342860053471712414,DAFFY BAND🅾️z,1257861563
1461,RichOff_Apple,5100286220,-7993403739049526902,DAFFY BAND🅾️z,1257861563
1462,RogerSniper,1091737248,-1069867280731878135,DAFFY BAND🅾️z,1257861563
1463,rakeeta1006,1000547167,-1074387079230217909,DAFFY BAND🅾️z,1257861563
1464,zubov999,373410613,-3782291709870159043,DAFFY BAND🅾️z,1257861563
1465,Jim759,1414496286,-1203668263005481055,DAFFY BAND🅾️z,1257861563
1466,SixKADay,1191103660,1174622084955843626,DAFFY BAND🅾️z,1257861563
1467,fi_tor,807119096,283728691965939451,DAFFY BAND🅾️z,1257861563
1468,cashAdiik,5146723410,3158333512699140361,DAFFY BAND🅾️z,1257861563
1469,exoticnga,5085033093,7138159249084810605,DAFFY BAND🅾️z,1257861563
1470,Fundz0001,5013589900,3884134380412881002,DAFFY BAND🅾️z,1257861563
1471,jayongo38,2146307211,-6498855024771566452,DAFFY BAND🅾️z,1257861563
1472,Freebandz22,1929050211,2416596569639833755,DAFFY BAND🅾️z,1257861563
1473,slick45,1856131218,-9211925192967053811,DAFFY BAND🅾️z,1257861563
1474,Greek_FreakGA34,1665945692,8625585621738230286,DAFFY BAND🅾️z,1257861563
1475,Mozillafirefox11,1146515886,6797306125807046140,DAFFY BAND🅾️z,1257861563
1476,Wav9sss,794124459,2917469748036091189,DAFFY BAND🅾️z,1257861563
1477,TheDude559,702471508,-2806430323635663793,DAFFY BAND🅾️z,1257861563
1478,root1688,643314125,3724556818892584502,DAFFY BAND🅾️z,1257861563
1479,KrisBinoit,493127114,-260426082241009756,DAFFY BAND🅾️z,1257861563
1480,Kelvin18400,5249357091,-5513964778014391304,DAFFY BAND🅾️z,1257861563
1481,UAINNOPLUG,1780095202,7178894336190331845,DAFFY BAND🅾️z,1257861563
1482,b_swindle,1086401614,8265584710171142182,DAFFY BAND🅾️z,1257861563
1483,HGH_Funds,5011061823,7562981707560369846,DAFFY BAND🅾️z,1257861563
1484,GodsEye0,1666051592,5745035326010534878,DAFFY BAND🅾️z,1257861563
1485,Devin_bo,2100460388,807010680572199738,DAFFY BAND🅾️z,1257861563
1486,iffiest,1326582944,5304506711457101502,DAFFY BAND🅾️z,1257861563
1487,Michael6081,591209303,2925852521395325221,DAFFY BAND🅾️z,1257861563
1488,elchore223,5278049290,4077644942104311106,DAFFY BAND🅾️z,1257861563
1489,GrabDaBag,5014990529,-6211371198830212326,DAFFY BAND🅾️z,1257861563
1490,getbreadx2,1968301976,7873016295142546057,DAFFY BAND🅾️z,1257861563
1491,javarious,1839624329,-9125563637718010260,DAFFY BAND🅾️z,1257861563
1492,Gmg4Life,1714759876,8980300205542968882,DAFFY BAND🅾️z,1257861563
1493,cashn12,1456096115,-6469100601553277036,DAFFY BAND🅾️z,1257861563
1494,tutifruti17,1140720400,6889964005189410678,DAFFY BAND🅾️z,1257861563
1495,QrackeR,1383602564,5826455371023316997,DAFFY BAND🅾️z,1257861563
1496,highoffwoodz,5186767483,-2077057697797575208,DAFFY BAND🅾️z,1257861563
1497,the_biggest_12,5018213130,4496085304206480434,DAFFY BAND🅾️z,1257861563
1498,RealSwipa,1785779050,-1186107579259371361,DAFFY BAND🅾️z,1257861563
1499,shroom_queens999,5333540508,-1414265497050457540,DAFFY BAND🅾️z,1257861563
1500,barrybandz,1963603911,-3984144990170936119,DAFFY BAND🅾️z,1257861563
1501,ninolatar,1101054614,-6727963022951221908,DAFFY BAND🅾️z,1257861563
1502,Taketherisk999,5279795792,3372099932691293461,DAFFY BAND🅾️z,1257861563
1503,chaseguapp,5229937357,-2337949568797921152,DAFFY BAND🅾️z,1257861563
1504,bagmaker20,5190081152,9132099502924686650,DAFFY BAND🅾️z,1257861563
1505,sluttyTheactivist,5076804016,-4585608515758395723,DAFFY BAND🅾️z,1257861563
1506,sinssells,1844091843,7596404318687398979,DAFFY BAND🅾️z,1257861563
1507,TrafficLighttt,1785614639,675566256218999337,DAFFY BAND🅾️z,1257861563
1508,moneymitch609,1732405668,6162120650469892547,DAFFY BAND🅾️z,1257861563
1509,cinijwett,1190586784,-4016713183739885575,DAFFY BAND🅾️z,1257861563
1510,XtremeSnkrs,726130267,-879733111126223070,DAFFY BAND🅾️z,1257861563
1511,xzatikz,2086248567,2933157024772060826,DAFFY BAND🅾️z,1257861563
1512,chiiillybilly,1900495414,6576166463929709050,DAFFY BAND🅾️z,1257861563
1513,khobbysHub,918485154,5649667303931315547,DAFFY BAND🅾️z,1257861563
1514,xdagoat,675033401,6133139286367093652,DAFFY BAND🅾️z,1257861563
1515,PunchHero,5306872558,-7198438371500202980,DAFFY BAND🅾️z,1257861563
1516,Oborfo,1151738078,-8771220675345278765,DAFFY BAND🅾️z,1257861563
1517,BigMikeSal,5301654977,4824762801484154598,DAFFY BAND🅾️z,1257861563
1518,glockk25,5288430372,-7464023247827202565,DAFFY BAND🅾️z,1257861563
1519,yahoolord,2125241605,3684712699329904643,DAFFY BAND🅾️z,1257861563
1520,money_king119,1911139947,6880769842841823794,DAFFY BAND🅾️z,1257861563
1521,Lacarta1990,798107176,8196342081517392586,DAFFY BAND🅾️z,1257861563
1522,Bigrooking,716381058,4067340770632614428,DAFFY BAND🅾️z,1257861563
1523,shoutcookies,5271146639,-822940895709221155,DAFFY BAND🅾️z,1257861563
1524,guarenteed,681744417,5395346005230813591,DAFFY BAND🅾️z,1257861563
1525,SRT_spazz,5278868047,6738121031551291411,DAFFY BAND🅾️z,1257861563
1526,Jermbtx,1930798123,-6680805143415353233,DAFFY BAND🅾️z,1257861563
1527,iwant100ms,1709685275,1763556713419129317,DAFFY BAND🅾️z,1257861563
1528,jaibholenathop,1322047241,5475289939935419584,DAFFY BAND🅾️z,1257861563
1529,zoedhisass,1185144291,-7125355600776766742,DAFFY BAND🅾️z,1257861563
1530,UKnoLito,969448071,4921223535640844581,DAFFY BAND🅾️z,1257861563
1531,wealthy9500,864614477,-8673827852860017073,DAFFY BAND🅾️z,1257861563
1532,stillworkin,858725103,-6773918516663395133,DAFFY BAND🅾️z,1257861563
1533,yic33,851642727,5327197444548148184,DAFFY BAND🅾️z,1257861563
1534,zooppaye,795717277,-1266738921463325011,DAFFY BAND🅾️z,1257861563
1535,com1337,715751269,-5371055499369180246,DAFFY BAND🅾️z,1257861563
1536,killerjammer1,2031498408,-2193094456614059589,DAFFY BAND🅾️z,1257861563
1537,jkarn099,1659394633,7483702948062551275,DAFFY BAND🅾️z,1257861563
1538,Thejigman,1608408793,-8514893713209245688,DAFFY BAND🅾️z,1257861563
1539,BabyTankk,1592815064,3542238590065151651,DAFFY BAND🅾️z,1257861563
1540,risktaker777,1444867452,-6015706878039591585,DAFFY BAND🅾️z,1257861563
1541,pacmanjones99,1365255420,-5636047449585645813,DAFFY BAND🅾️z,1257861563
1542,AvoidingtheCameras,1259645675,-6544365223558363566,DAFFY BAND🅾️z,1257861563
1543,bossmoney93,1226801063,7400599361510997888,DAFFY BAND🅾️z,1257861563
1544,Mannilog,1079808019,-3491385494598592990,DAFFY BAND🅾️z,1257861563
1545,Monjinian,844591595,-1309972792426899735,DAFFY BAND🅾️z,1257861563
1546,F18Jay,1336735828,5317180967977240330,DAFFY BAND🅾️z,1257861563
1547,Darksaluto,795121104,-2595744941921284480,DAFFY BAND🅾️z,1257861563
1548,moneyaddu,5071707846,-7809068779376078183,DAFFY BAND🅾️z,1257861563
1549,alicecampbell745,1568114933,-7477365457995130577,DAFFY BAND🅾️z,1257861563
1550,wapgoindolo,5218280251,-3456067480882723667,DAFFY BAND🅾️z,1257861563
1551,R1tchdotcom,2106501048,3743084225778094938,DAFFY BAND🅾️z,1257861563
1552,King_Tuck_1503,2002494432,4394927975749849120,DAFFY BAND🅾️z,1257861563
1553,realvalid,1907102124,4097894282040127265,DAFFY BAND🅾️z,1257861563
1554,waxermanee,1806873879,3051725021013604714,DAFFY BAND🅾️z,1257861563
1555,tuii333,1774900214,5166889682307649223,DAFFY BAND🅾️z,1257861563
1556,vxnzq,1696837042,-1619630586734082451,DAFFY BAND🅾️z,1257861563
1557,MOBswipe,1325750763,-1423231945488202440,DAFFY BAND🅾️z,1257861563
1558,Ben_0100,770258211,-6202473730476361008,DAFFY BAND🅾️z,1257861563
1559,dondaasian,685680207,-1758727542470812440,DAFFY BAND🅾️z,1257861563
1560,strikedrank,1772037378,-3611135898222722867,DAFFY BAND🅾️z,1257861563
1561,insidelifeceo,685443358,943249407410126717,DAFFY BAND🅾️z,1257861563
1562,Godspeed61,556947366,-599236956898994584,DAFFY BAND🅾️z,1257861563
1563,hashcapital93,453124134,-6543207375116665119,DAFFY BAND🅾️z,1257861563
1564,TradeRootsMarket,1214283456,-1435911100516454591,DAFFY BAND🅾️z,1257861563
1565,TheBoss444,1676632308,9069292495033902185,DAFFY BAND🅾️z,1257861563
1566,pimpguwop,1399375868,7605087377038098170,DAFFY BAND🅾️z,1257861563
1567,BIINSMACKIN,1895455637,-6135254361561741184,DAFFY BAND🅾️z,1257861563
1568,SUI_LEE_binary_exchange,1869509725,-8611415392083645673,DAFFY BAND🅾️z,1257861563
1569,nvrtalk,1171788475,-810399423227327353,DAFFY BAND🅾️z,1257861563
1570,friedrizzy2308,1056412606,947895301360861681,DAFFY BAND🅾️z,1257861563
1571,DataLead_Escort_Support1,5154567241,8840249518567851083,DAFFY BAND🅾️z,1257861563
1572,Blanch1925,2119292742,1240585775936035822,DAFFY BAND🅾️z,1257861563
1573,alwaysonpoint49,1848048654,-8405244592802881652,DAFFY BAND🅾️z,1257861563
1574,miandiar,1685743566,5302735852376515573,DAFFY BAND🅾️z,1257861563
1575,thxd3mons,1467073794,6903977891733151123,DAFFY BAND🅾️z,1257861563
1576,BaezBobiano,1408931436,3058189568119625339,DAFFY BAND🅾️z,1257861563
1577,jaybandit,1277526318,3939597128701759307,DAFFY BAND🅾️z,1257861563
1578,madrage23,1326107677,3682542407524756822,DAFFY BAND🅾️z,1257861563
1579,stillghost01,1971805437,3372875585032200340,DAFFY BAND🅾️z,1257861563
1580,Spppprice,1737807484,-9176110689024646218,DAFFY BAND🅾️z,1257861563
1581,Honeyy247,1660800731,2474086277090397780,DAFFY BAND🅾️z,1257861563
1582,king_loose,1339401990,-7407972093381168757,DAFFY BAND🅾️z,1257861563
1583,julietmelissa,1090793206,-6533959560601348043,DAFFY BAND🅾️z,1257861563
1584,Zcaiii,5135391488,6390655563881352928,DAFFY BAND🅾️z,1257861563
1585,SoccerFan190,5024969066,-4920395732491565280,DAFFY BAND🅾️z,1257861563
1586,papefeign828,2143602142,-5608650031525234911,DAFFY BAND🅾️z,1257861563
1587,martinjros77,2117753700,-286088309844006558,DAFFY BAND🅾️z,1257861563
1588,jamessmith0102,2108866454,-6689033518432295692,DAFFY BAND🅾️z,1257861563
1589,michaeldaigler,1796975701,8040292143783526223,DAFFY BAND🅾️z,1257861563
1590,Napster1000,1510616554,5353321165923211070,DAFFY BAND🅾️z,1257861563
1591,Stackz064,1427187231,1043931301032133408,DAFFY BAND🅾️z,1257861563
1592,catherineanderson126,1420406678,-908008313043830701,DAFFY BAND🅾️z,1257861563
1593,patwotees,1394160368,-6515614557803831984,DAFFY BAND🅾️z,1257861563
1594,official_safari,5114259336,2408731655668420195,DAFFY BAND🅾️z,1257861563
1595,ilikeviolence,5067572048,-8096445753959898841,DAFFY BAND🅾️z,1257861563
1596,bhmslilps,5042647633,-3981472795818868492,DAFFY BAND🅾️z,1257861563
1597,Dphantom_swipesB,1935615438,8945927358488156723,DAFFY BAND🅾️z,1257861563
1598,trapooutzay,1883632518,8608219772927005564,DAFFY BAND🅾️z,1257861563
1599,deoChilD,1841797838,-6175083132392363532,DAFFY BAND🅾️z,1257861563
1600,limmytee,1616792194,-594120901194170666,DAFFY BAND🅾️z,1257861563
1601,turtleturtle67,1603798948,-7753364885773821152,DAFFY BAND🅾️z,1257861563
1602,Luizaandreea,1147646849,5990043816206626817,DAFFY BAND🅾️z,1257861563
1603,pesogod,1013013813,5567273577960228067,DAFFY BAND🅾️z,1257861563
1604,Alithe_new,720919740,-3537380747041673692,DAFFY BAND🅾️z,1257861563
1605,MoneyMitch38,1807676028,4841571967447952215,DAFFY BAND🅾️z,1257861563
1606,AlexandrBO,278779170,3914955379832876959,DAFFY BAND🅾️z,1257861563
1607,unidos34,1523883967,897380932718664664,DAFFY BAND🅾️z,1257861563
1608,daballahimself,1269028368,-7526435798217731328,DAFFY BAND🅾️z,1257861563
1609,cat_carroll2020,1611405870,-9141446954156207284,DAFFY BAND🅾️z,1257861563
1610,freebando,1579587013,-4955852568919378881,DAFFY BAND🅾️z,1257861563
1611,Sukehir0,1557516915,2641521151191546624,DAFFY BAND🅾️z,1257861563
1612,trappaho,1453416771,1271478440345844780,DAFFY BAND🅾️z,1257861563
1613,reflejososa,1394119967,8395868907480017314,DAFFY BAND🅾️z,1257861563
1614,fisthack,1310913253,-7104291545388729452,DAFFY BAND🅾️z,1257861563
1615,Zoe09097,1266190332,7831695686082833020,DAFFY BAND🅾️z,1257861563
1616,Hackfreak04t,761439178,-6425739158193793081,DAFFY BAND🅾️z,1257861563
1617,Moneylord44,5353010647,6701511685251949922,DAFFY BAND🅾️z,1257861563
1618,tanarichh,5210580202,-5008047103530331296,DAFFY BAND🅾️z,1257861563
1619,ZTS_JAMIE,5185847813,6838170066859877916,DAFFY BAND🅾️z,1257861563
1620,Shniper_plxg,5182245123,5411816332853927347,DAFFY BAND🅾️z,1257861563
1621,TheHottestInTheCity,5129483360,6651199236279549803,DAFFY BAND🅾️z,1257861563
1622,dillanduover,1475963047,5321761076015410947,DAFFY BAND🅾️z,1257861563
1623,TheScienTeeze,1219871831,4090994062703992622,DAFFY BAND🅾️z,1257861563
1624,DigitalDash88,704750153,-9220374615395832560,DAFFY BAND🅾️z,1257861563
1625,breadman45,5172255926,-3169471712451078019,DAFFY BAND🅾️z,1257861563
1626,stephaneguillon,1400802344,-1335652959822433736,DAFFY BAND🅾️z,1257861563
1627,gettingtothemillions,1634327143,-5458079070009472945,DAFFY BAND🅾️z,1257861563
1628,dino917,433914997,-3841979605779203667,DAFFY BAND🅾️z,1257861563
1629,Bandsinhand,2090908050,8170954942080005709,DAFFY BAND🅾️z,1257861563
1630,Sccamillo,1670955120,-1278316351619551032,DAFFY BAND🅾️z,1257861563
1631,BANDMANTWIN100k,1267985530,-7309065565224514153,DAFFY BAND🅾️z,1257861563
1632,ballerboy505,914974244,6619128840498067025,DAFFY BAND🅾️z,1257861563
1633,santhu339,562213569,-5318171413581828794,DAFFY BAND🅾️z,1257861563
1634,nukegod762,1275008493,7102630759952643979,DAFFY BAND🅾️z,1257861563
1635,stoptuckin,936250101,5421613108148586957,DAFFY BAND🅾️z,1257861563
1636,Hichaffaa,5376328514,-4219337875241229936,DAFFY BAND🅾️z,1257861563
1637,janedoe_bc,5311860997,-5831728011926183224,DAFFY BAND🅾️z,1257861563
1638,MethodGodd7,5303318879,-2959821185165446963,DAFFY BAND🅾️z,1257861563
1639,ImNew_1,5270975982,-1782910104436852369,DAFFY BAND🅾️z,1257861563
1640,Yoshonkilledhim,1842141978,-5729735228698501078,DAFFY BAND🅾️z,1257861563
1641,HackmeifYoucould,1393942691,8218524799538588966,DAFFY BAND🅾️z,1257861563
1642,robbierobb,870545663,2338092977209313270,DAFFY BAND🅾️z,1257861563
1643,Cocoalina_50,714165719,-4009884396684284309,DAFFY BAND🅾️z,1257861563
1644,banzs1,5048109468,-4892486738510156656,DAFFY BAND🅾️z,1257861563
1645,double0sevv,1436892289,6378070544955527932,DAFFY BAND🅾️z,1257861563
1646,GleeceJayy,1147505368,-8183345516478960142,DAFFY BAND🅾️z,1257861563
1647,GSM_Receive,1855610012,5233765646955123217,DAFFY BAND🅾️z,1257861563
1648,jwett_king,1653768025,-1144663673103539446,DAFFY BAND🅾️z,1257861563
1649,vincecarder1,1351865967,-8869448395541886796,DAFFY BAND🅾️z,1257861563
1650,swipeboye,832073464,2514778086426314586,DAFFY BAND🅾️z,1257861563
1651,Smutty,637627406,7779525868034356529,DAFFY BAND🅾️z,1257861563
1652,zyakwria,1714325390,5355105385376299745,DAFFY BAND🅾️z,1257861563
1653,peterbutwho,734067525,3385419959367716841,DAFFY BAND🅾️z,1257861563
1654,onerichnigga10,5206269179,-8242755287551912087,DAFFY BAND🅾️z,1257861563
1655,anonymous83981,2146504023,-3826159336796407504,DAFFY BAND🅾️z,1257861563
1656,jweetfr,2088171498,-8590633220411089141,DAFFY BAND🅾️z,1257861563
1657,Aliallahu,2066544662,2265141840196594558,DAFFY BAND🅾️z,1257861563
1658,zuki2x,5295994261,-956528303511508663,DAFFY BAND🅾️z,1257861563
1659,chasinchances,2130367881,-5078922884818224429,DAFFY BAND🅾️z,1257861563
1660,ChaseBagJory,1943491838,-3526420605353214946,DAFFY BAND🅾️z,1257861563
1661,doubleRRbizness,1857667019,-3610094323021813585,DAFFY BAND🅾️z,1257861563
1662,SWIPINGBOIZAY,1303158815,1736890155532889576,DAFFY BAND🅾️z,1257861563
1663,BinBaller,1283809526,6430398424642673642,DAFFY BAND🅾️z,1257861563
1664,Swipemxx,5342054242,556987886863112564,DAFFY BAND🅾️z,1257861563
1665,selverbeauty,1859933788,-2856082535678433030,DAFFY BAND🅾️z,1257861563
1666,mguwopny,1359110525,-8860362881564720955,DAFFY BAND🅾️z,1257861563
1667,blatt21,1293886822,1121664426680199275,DAFFY BAND🅾️z,1257861563
1668,RIDESALERT,1100042314,-3635459689432428432,DAFFY BAND🅾️z,1257861563
